Time,Speed/X,Speed/Y,Speed/Z,Brake pedal force,Gas pedal,Banking,Banking Angle,Gradient,Gradient Angle,Calculated lateral acceleration,Steering wheel speed,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Yaw %ground,Yaw acceleration,Yaw speed,anger score
155.5,37.1589,-0.0485455,0.0203915,0,0.113744,0.0200117,1.14643,-0.00497509,-0.285049,0.0233325,0,0.0303215,-0.0255199,-0.0106749,0.0867626,0.242068,-0.00383442,57.706,0.0584564,0.129516,5
155.55,37.1597,-0.0483282,0.0201466,0,0.113744,0.0200116,1.14643,-0.0049719,-0.284866,0.02422,0,0.0299963,0.00213716,-0.00977876,0.0867457,0.272226,0.00359266,57.7125,0.105216,0.134439,5
155.6,37.1606,-0.048209,0.0199093,0,0.113744,0.0200175,1.14676,-0.00497017,-0.284768,0.0251215,0,0.0296244,0.0286855,-0.00901121,0.0867919,-0.810642,0.00690236,57.7194,-0.400446,0.13944,5
155.65,37.1615,-0.0480518,0.0197446,0,0.113744,0.0200128,1.1465,-0.00496619,-0.284539,0.0256521,0,0.0294091,0.00663429,-0.00861165,0.0873955,0.372802,0.00868642,57.7265,0.119055,0.142382,5
155.7,37.1625,-0.0468805,0.0195559,0,0.113744,0.0200345,1.14774,-0.0049618,-0.284288,0.0291692,0,0.0292401,-0.0406236,-0.00854595,0.0871284,-0.154118,0.0259189,57.7341,0.0819144,0.161899,5
155.75,37.1635,-0.0462555,0.0194524,0,0.113744,0.0199956,1.14551,-0.00495805,-0.284073,0.0313471,-6,0.0289802,0.0377564,-0.0104474,0.0905504,-0.564808,0.0210715,57.7425,0.767572,0.173983,5
155.8,37.1646,-0.0460045,0.0192426,0,0.113744,0.020015,1.14662,-0.00495503,-0.2839,0.0318917,-6,0.028628,0.0431038,-0.0101393,0.0902906,-0.0979641,0.0126154,57.7513,0.202526,0.177,5
155.85,37.1657,-0.0454878,0.0190124,0,0.113744,0.0199557,1.14323,-0.00494993,-0.283608,0.0328077,6,0.0284648,-0.114505,-0.00817875,0.0943168,0.256816,0.013583,57.7602,0.489311,0.182078,5
155.9,37.1668,-0.0440862,0.018824,0,0.113744,0.0200167,1.14672,-0.00494461,-0.283303,0.0367124,0,0.0283972,-0.0249982,-0.00747082,0.0919488,0.0652433,0.0277693,57.7699,0.44145,0.203743,5
155.95,37.1679,-0.0429241,0.0187343,0,0.113744,0.0199134,1.1408,-0.00493872,-0.282966,0.0400797,0,0.0283119,-0.0876606,-0.00948431,0.0992929,-0.641836,0.0268918,57.7806,0.258482,0.222424,5
156,37.169,-0.0419599,0.0186062,0,0.113744,0.0200187,1.14683,-0.0049343,-0.282712,0.0427404,6,0.0280603,4.62E-06,-0.0103758,0.0946276,-0.034523,0.0226989,57.7922,0.209801,0.237182,5
156.05,37.1701,-0.041649,0.0184177,0,0.113744,0.0200197,1.14689,-0.00493061,-0.282501,0.0433371,0,0.0277815,0.035838,-0.00883845,0.0954004,-0.0594182,0.0122269,57.8042,0.10215,0.240487,5
156.1,37.1713,-0.041468,0.0182627,0,0.113744,0.0200498,1.14862,-0.00492621,-0.282249,0.0433907,0,0.0276657,0.0607321,-0.00600011,0.0941295,0.126355,0.00577707,57.8162,0.144936,0.240777,5
156.15,37.1724,-0.0409405,0.0182,0,0.113744,0.0200218,1.14701,-0.00492128,-0.281966,0.0445281,6,0.0276952,-0.0216468,-0.00456402,0.0962029,-0.00767042,0.00789697,57.8285,-0.0200492,0.247081,5
156.2,37.1735,-0.0406282,0.0182423,0,0.113744,0.0200899,1.15091,-0.00491671,-0.281704,0.0452088,0,0.0277296,0.0122165,-0.0045654,0.0926344,0.0650099,0.00465455,57.841,0.103597,0.25085,5
156.25,37.1747,-0.040546,0.0182818,0,0.113744,0.0200241,1.14714,-0.00491189,-0.281428,0.0451456,6,0.0277827,0.0125665,-0.00432849,0.0965204,0.358339,0.00201545,57.8535,0.107511,0.250491,5
156.3,37.1758,-0.040438,0.018317,0,0.116114,0.0201296,1.15319,-0.00490793,-0.281201,0.0454839,0,0.0277959,-0.00199153,-0.00454388,0.0906391,0.121916,0.00118171,57.8661,0.0699586,0.252361,5
156.35,37.1771,-0.0403289,0.0183272,0,0.116114,0.0200274,1.14733,-0.00490352,-0.280949,0.045765,0,0.0278024,-0.0409138,-0.00523093,0.0965555,-0.181735,0.00363474,57.8788,0.367014,0.253912,5
156.4,37.1785,-0.0406354,0.0183371,0,0.113744,0.0200272,1.14732,-0.0049,-0.280747,0.0449762,-6,0.0277364,0.0182558,-0.00532177,0.0966253,0.00889125,-0.00442873,57.8914,0.154905,0.249526,5
156.45,37.1798,-0.0415342,0.0183409,0,0.113744,0.0200334,1.14768,-0.00489795,-0.28063,0.0422719,6,0.0275816,-0.0894637,-0.0058729,0.0957664,-0.458909,-0.0164518,57.9035,-0.681939,0.234515,5
156.5,37.1811,-0.0429145,0.0183941,0,0.116114,0.020029,1.14743,-0.00489754,-0.280606,0.0382645,-6,0.0272526,-0.102759,-0.0085514,0.0949359,-0.387343,-0.0295731,57.9148,-0.618753,0.212275,5
156.55,37.1825,-0.0444919,0.0183269,0,0.116114,0.0200299,1.14747,-0.00489599,-0.280518,0.0333073,-6,0.0268178,-0.056685,-0.012214,0.0931183,-0.0360329,-0.0376867,57.9246,-0.353172,0.184767,5
156.6,37.184,-0.0462998,0.0181524,0,0.116114,0.0200035,1.14596,-0.00489671,-0.280559,0.028074,-6,0.0261024,-0.0743834,-0.0143675,0.0924854,-0.260184,-0.0449328,57.9331,-0.841822,0.15573,5
156.65,37.1856,-0.0481805,0.0178092,0,0.116114,0.0200311,1.14754,-0.00489659,-0.280551,0.0226854,-6,0.0253634,0.000722792,-0.0151493,0.0885,-0.139095,-0.0496677,57.9401,-0.578276,0.125834,5
156.7,37.1872,-0.0497328,0.0174337,0,0.116114,0.0199654,1.14378,-0.00489604,-0.28052,0.0184338,-6,0.0246513,-0.0107061,-0.0142472,0.0898688,0.483923,-0.0445801,57.9457,-0.526791,0.102246,5
156.75,37.1889,-0.0515457,0.0170138,0,0.116114,0.0200319,1.14759,-0.00489727,-0.280591,0.0137483,-6,0.0239038,0.0380989,-0.0126528,0.0837768,-0.0653965,-0.0443646,57.9501,-0.501991,0.0762534,5
156.8,37.1906,-0.0534187,0.0166593,0,0.116114,0.0199245,1.14144,-0.0048994,-0.280713,0.00918384,-18,0.0231993,0.184019,-0.0105843,0.0877032,-1.00718,-0.0442182,57.9532,-0.919904,0.0509349,5
156.85,37.1924,-0.0552601,0.0163488,0,0.113744,0.0200322,1.14761,-0.00490023,-0.28076,0.00415945,0,0.0226516,0.0314923,-0.00914432,0.0792879,0.0178794,-0.0410393,57.955,-0.588977,0.0230678,5
156.9,37.1941,-0.056874,0.016089,0,0.116114,0.0200113,1.14641,-0.00490125,-0.280819,0.000229919,-6,0.0221898,0.0475007,-0.00709608,0.0785551,0.18522,-0.0361014,57.9556,-0.146047,0.00127505,5
156.95,37.1958,-0.0584306,0.0158378,0,0.116114,0.0200488,1.14856,-0.00490331,-0.280937,-0.00354749,0,0.0217724,0.0368809,-0.00505576,0.0747144,0.146488,-0.033878,57.9551,-0.291887,-0.0196722,5
157,37.1976,-0.0600277,0.0156581,0,0.116114,0.020032,1.1476,-0.00490662,-0.281126,-0.00737686,0,0.0213785,0.00943602,-0.00337843,0.0741132,-0.220043,-0.0347333,57.9537,-0.579506,-0.0409055,5
157.05,37.1994,-0.062236,0.0155323,0,0.116114,0.0200854,1.15065,-0.00491152,-0.281407,-0.0132207,-6,0.0209391,-0.0351788,-0.00348896,0.069049,-0.272614,-0.0454496,57.9509,-0.761126,-0.0733067,5
157.1,37.2012,-0.0647476,0.0154572,0,0.113744,0.0200314,1.14756,-0.00491658,-0.281697,-0.0202013,-18,0.0204338,-0.0669313,-0.00512238,0.0695656,-0.0634711,-0.0539704,57.9461,-0.449704,-0.112007,5
157.15,37.2029,-0.0677066,0.0152587,0,0.113744,0.0201215,1.15272,-0.0049237,-0.282105,-0.0285955,0,0.0197523,-0.00580664,-0.00574619,0.061332,-0.0944407,-0.0658482,57.9393,-0.996499,-0.158542,5
157.2,37.2046,-0.0702887,0.0149837,0,0.113744,0.0200304,1.1475,-0.00492911,-0.282415,-0.035902,0,0.0191649,-0.0168072,-0.00512927,0.0632359,0.496087,-0.0640479,57.9303,-0.460746,-0.199043,5
157.25,37.2062,-0.0725208,0.0146453,0,0.113744,0.0201573,1.15477,-0.00493649,-0.282838,-0.0416852,0,0.0185401,0.0548337,-0.00260311,0.0529656,-0.0615348,-0.0570552,57.9196,-0.722795,-0.231096,5
157.3,37.2077,-0.074554,0.0143523,0,0.113744,0.0200303,1.1475,-0.00494286,-0.283202,-0.0466526,0,0.0181433,-0.124695,0.00134434,0.0575667,0.944325,-0.0496965,57.9073,-0.591129,-0.258624,5
157.35,37.2093,-0.0766819,0.0141571,0,0.113744,0.0200265,1.14728,-0.00495016,-0.283621,-0.0518613,0,0.0178836,0.0316398,0.00483359,0.0553909,0.0237386,-0.0477073,57.8936,-0.579973,-0.287486,5
157.4,37.2107,-0.0782335,0.0140764,0,0.113744,0.0200461,1.14841,-0.00495659,-0.283989,-0.0554664,-6,0.0178218,0.151318,0.00730436,0.0521907,-0.516958,-0.0359811,57.8787,-0.0140254,-0.307459,5
157.45,37.2122,-0.0798534,0.014103,0,0.113744,0.0200179,1.14679,-0.0049634,-0.28438,-0.0594445,6,0.0178616,0.0151946,0.00985829,0.0520786,0.275154,-0.0320232,57.8628,-0.346021,-0.329497,5
157.5,37.2137,-0.0806417,0.0141623,0,0.116114,0.0200224,1.14704,-0.00496984,-0.284748,-0.0609733,0,0.0180272,0.036973,0.0112962,0.0505787,0.0850945,-0.0176533,57.846,-0.30542,-0.337958,5
157.55,37.2152,-0.0808894,0.0143114,0,0.113744,0.0199803,1.14463,-0.00497417,-0.284996,-0.0610896,6,0.0184003,-0.0118061,0.0135729,0.052413,0.388111,-0.00495017,57.8291,0.0641669,-0.338588,5
157.6,37.2168,-0.0803056,0.0144582,0,0.116114,0.0200195,1.14688,-0.00497887,-0.285266,-0.0588582,0,0.0188348,-0.0274857,0.013911,0.0502873,-0.0262947,0.00866967,57.8124,0.187528,-0.326207,5
157.65,37.2184,-0.0791605,0.0147326,0,0.113744,0.0199415,1.14241,-0.0049811,-0.285394,-0.0553387,0,0.0193734,-0.189531,0.0127712,0.0554045,0.297331,0.0174261,57.7966,0.68187,-0.306688,5
157.699,37.22,-0.0776363,0.014962,0,0.116114,0.020017,1.14674,-0.00498398,-0.285559,-0.0509347,0,0.0197718,-0.0757576,0.00996613,0.0520684,0.18566,0.0270182,57.7821,0.504121,-0.282269,5
157.749,37.2216,-0.0754845,0.0151489,0,0.113744,0.020016,1.14668,-0.00498447,-0.285587,-0.0444922,0,0.0201427,-0.00576129,0.00593163,0.0539152,-0.0998162,0.0430522,57.7688,1.18026,-0.246555,5
157.799,37.2232,-0.0735497,0.0152507,0,0.113744,0.0200466,1.14843,-0.00498639,-0.285697,-0.0386903,0,0.0202088,-0.0765157,0.00135107,0.0544776,-0.0826544,0.0465904,57.7574,0.543626,-0.214394,5
157.849,37.2248,-0.0716395,0.0151712,0,0.116114,0.0200142,1.14658,-0.00498712,-0.285738,-0.0334159,6,0.0201658,-0.0567814,-0.00111023,0.0586776,0.0111195,0.049536,57.7474,0.457242,-0.18516,5
157.899,37.2264,-0.0699171,0.0150107,0,0.113744,0.0200808,1.15039,-0.00498802,-0.28579,-0.0285872,0,0.0200348,-0.00240489,-0.00184047,0.0573127,-0.077817,0.0471497,57.7388,0.485834,-0.158397,5
157.949,37.228,-0.0684366,0.0147992,0,0.116114,0.020013,1.14651,-0.00498851,-0.285818,-0.0249058,0,0.0199303,-0.012162,-0.00112496,0.0632992,0.145903,0.0416702,57.7314,0.565097,-0.137993,5
157.999,37.2297,-0.0675075,0.0146264,0,0.116114,0.0201149,1.15234,-0.00499136,-0.285982,-0.0227376,-6,0.0197461,0.0403772,0.000376187,0.0591349,-0.247268,0.0281056,57.7248,0.217701,-0.125974,5
158.049,37.2315,-0.0664303,0.0144767,0,0.116114,0.0200124,1.14648,-0.00499242,-0.286042,-0.0204538,0,0.0197674,-0.0116716,0.00281232,0.066285,-0.236524,0.0244296,57.7187,0.0734232,-0.113316,5
158.099,37.2333,-0.0655618,0.014463,0,0.116114,0.0200114,1.14641,-0.00499237,-0.286039,-0.0186979,0,0.0199433,0.0273523,0.00385762,0.067363,0.188213,0.0176709,57.7133,0.55133,-0.103583,5
158.149,37.2351,-0.0651944,0.0145039,0,0.116114,0.0200135,1.14654,-0.00499528,-0.286206,-0.0180708,0,0.0199944,-0.244029,0.00484728,0.0678342,0.773655,0.00694864,57.7083,0.155754,-0.100104,5
158.199,37.237,-0.0649002,0.0145962,0,0.116114,0.0200104,1.14636,-0.00499813,-0.286369,-0.0175637,-6,0.0201071,-0.00407224,0.00607812,0.0682989,-0.542488,0.00241371,57.7034,-0.445314,-0.0972897,5
158.249,37.2389,-0.0652928,0.0147118,0,0.116114,0.0200205,1.14694,-0.00499905,-0.286422,-0.019355,6,0.0203608,0.186155,0.00621101,0.0674272,0.364228,-0.00565447,57.6981,0.241137,-0.107207,5
158.299,37.2409,-0.0652379,0.0148838,0,0.116114,0.0200095,1.1463,-0.00500178,-0.286579,-0.0191259,0,0.0204942,-0.0310685,0.00550547,0.0680403,-0.142711,9.75E-05,57.6929,-0.223057,-0.105932,5
158.349,37.2429,-0.0653577,0.0149708,0,0.118483,0.0200091,1.14628,-0.00500321,-0.28666,-0.0195638,6,0.0206701,0.0408854,0.0047371,0.0679698,0.205205,-0.00218658,57.6875,-0.296653,-0.108352,5
158.399,37.2451,-0.0652917,0.0150726,0,0.118483,0.0199828,1.14478,-0.00500464,-0.286743,-0.0194319,0,0.0208004,-0.0404386,0.00383998,0.0694238,0.22794,0.000300228,57.6821,0.228169,-0.107615,5
158.449,37.2474,-0.0655332,0.0150783,0,0.123223,0.0200081,1.14623,-0.00500785,-0.286926,-0.0199562,6,0.0207794,0.0830162,0.00229925,0.0679547,-0.163944,-0.0057122,57.6767,-0.427981,-0.110512,5
158.499,37.2501,-0.0651047,0.0150791,0,0.125592,0.0199484,1.14281,-0.00500796,-0.286933,-0.0190018,0,0.0208281,-0.19386,-0.000173646,0.0712834,0.0896423,0.00476872,57.6713,0.316826,-0.105219,5
158.549,37.2532,-0.065139,0.0149353,0,0.127962,0.0200072,1.14618,-0.00501069,-0.287089,-0.0187313,-6,0.0205861,-0.0646195,-0.00341904,0.0680688,-0.106971,0.00189856,57.666,0.0180943,-0.103712,5
158.599,37.2569,-0.0651196,0.0147177,0,0.130332,0.0199117,1.1407,-0.00501184,-0.287155,-0.0187636,6,0.0202517,-0.0993884,-0.00731285,0.0736379,-0.563038,0.00108796,57.6609,-0.449682,-0.103881,5
158.649,37.2612,-0.0649571,0.014353,0,0.135071,0.0200063,1.14613,-0.00501385,-0.28727,-0.0182031,-6,0.0196415,-0.105064,-0.0125588,0.068325,-0.0597676,0.00252541,57.6558,0.0788036,-0.100766,5
158.699,37.2662,-0.0652794,0.0138556,0,0.132701,0.0198637,1.13796,-0.005017,-0.28745,-0.0191507,0,0.0187113,-0.0844225,-0.0169533,0.0763931,-0.213281,-0.00462582,57.6506,-0.36617,-0.105997,5
158.749,37.2717,-0.0654794,0.0132291,0,0.132701,0.0200237,1.14712,-0.00501888,-0.287558,-0.019919,-6,0.0176812,-0.032155,-0.0195809,0.0668968,-0.102959,-0.00782562,57.6451,-0.0329181,-0.110233,5
158.799,37.2775,-0.0652702,0.0125298,0,0.132701,0.0200049,1.14605,-0.00502056,-0.287654,-0.0194141,0,0.0165844,-0.026114,-0.0201941,0.0677811,-0.0909549,-0.00121091,57.6397,-0.356988,-0.107422,5
158.849,37.2838,-0.0651652,0.011795,0,0.132701,0.0200536,1.14884,-0.00502131,-0.287698,-0.0190732,0,0.0155309,0.0103345,-0.0200426,0.0649688,0.126006,0.00144799,57.6343,0.111614,-0.105518,5
158.899,37.2902,-0.0651798,0.0110764,0,0.132701,0.0200041,1.146,-0.00502359,-0.287828,-0.018828,0,0.0144314,0.0577636,-0.0186527,0.0679037,0.330144,0.00148684,57.6291,-0.312734,-0.104144,5
158.949,37.2969,-0.0651315,0.0104029,0,0.132701,0.0200825,1.15049,-0.00502543,-0.287933,-0.0187256,0,0.0134344,0.0308455,-0.0169908,0.0634678,-0.140817,0.00254283,57.6239,-0.0474482,-0.103559,5
158.999,37.3037,-0.065,0.00978029,0,0.135071,0.0200033,1.14595,-0.00502721,-0.288035,-0.0180008,-6,0.0125335,0.0543303,-0.0152153,0.0682338,-0.666176,0.00331956,57.6188,0.319284,-0.0995323,5
159.049,37.3109,-0.0647994,0.00921456,0,0.135071,0.0201102,1.15208,-0.00502762,-0.288059,-0.0176371,0,0.0117678,0.0124759,-0.0144642,0.062319,0.110706,0.00526929,57.6139,0.133117,-0.0975027,5
159.099,37.3182,-0.0644268,0.00867646,0,0.135071,0.0200027,1.14592,-0.00502862,-0.288116,-0.0165033,0,0.01102,0.127637,-0.0132012,0.0688675,0.133484,0.0088973,57.6092,0.385761,-0.0912169,5
159.149,37.3257,-0.0641249,0.00820003,0,0.135071,0.0201367,1.15359,-0.00502975,-0.288181,-0.0156197,6,0.0103246,0.00733871,-0.0120786,0.0616447,0.0647215,0.00941583,57.6047,0.00274064,-0.0863156,5
159.199,37.3333,-0.0637376,0.0077589,0,0.135071,0.0200029,1.14593,-0.00503123,-0.288266,-0.0143499,-6,0.00967818,-0.00259413,-0.0104187,0.0698034,-0.0336061,0.0109262,57.6006,0.0788748,-0.0792826,5
159.249,37.3411,-0.0631824,0.00739201,0,0.135071,0.0200013,1.14583,-0.0050317,-0.288293,-0.0128672,0,0.00916551,0.0110503,-0.00902028,0.0704854,-0.201378,0.0141705,57.5968,-0.0976249,-0.0710757,5
159.299,37.3488,-0.0621945,0.00706187,0,0.135071,0.0200037,1.14597,-0.00502955,-0.28817,-0.010125,0,0.00887934,-0.137523,-0.00746427,0.0712038,1.02547,0.0233304,57.5935,0.658813,-0.0559171,5
159.349,37.3566,-0.0606773,0.00684702,0,0.135071,0.0200009,1.14581,-0.00502683,-0.288014,-0.00579903,6,0.00866293,-0.024468,-0.00798923,0.0728655,0.543335,0.0343057,57.5913,1.01881,-0.0320194,5
159.399,37.3644,-0.058887,0.00659776,0,0.135071,0.0200114,1.14641,-0.00502457,-0.287884,-0.000496129,6,0.00835257,0.127233,-0.0096146,0.0741346,0.368691,0.0414971,57.5905,0.962372,-0.00273881,5
159.449,37.3723,-0.0567563,0.00632179,0,0.135071,0.0200009,1.14582,-0.00502244,-0.287762,0.00575006,0,0.00795643,-0.0520302,-0.0111173,0.0770701,-0.205509,0.050065,57.5912,0.460055,0.0317357,5
159.499,37.3801,-0.0547853,0.00595639,0,0.135071,0.0200222,1.14704,-0.00501732,-0.287469,0.0111506,0,0.00766998,0.0206563,-0.0118251,0.078264,0.380728,0.0502921,57.5935,1.11298,0.0615292,5
159.549,37.3879,-0.0532542,0.00562558,0,0.135071,0.0199953,1.1455,-0.00501638,-0.287415,0.0155015,0,0.00714837,-0.0232834,-0.011197,0.0821616,-0.432705,0.0416811,57.5973,0.302147,0.0855201,5
159.599,37.3958,-0.0522263,0.00527462,0,0.135071,0.020002,1.14588,-0.00501374,-0.287264,0.0178729,6,0.00679381,0.0573296,-0.00880437,0.083547,-0.259457,0.0278434,57.6019,0.0701506,0.0985819,5
159.649,37.4036,-0.0511307,0.00504062,0,0.135071,0.0199758,1.14437,-0.00501041,-0.287073,0.0201604,6,0.00663745,-0.0221222,-0.00535915,0.0863639,-0.0869116,0.0227554,57.6072,0.324042,0.111176,5
159.699,37.4115,-0.0502101,0.00489635,0,0.135071,0.020003,1.14594,-0.00500819,-0.286946,0.022323,0,0.00656617,0.0257288,-0.00285548,0.0858197,-0.313314,0.0175147,57.6131,-0.0359587,0.123076,5
159.749,37.4193,-0.0494698,0.00491632,0,0.135071,0.0199574,1.14332,-0.00500534,-0.286783,0.0238734,0,0.00662309,-0.135702,-0.00158077,0.0891959,-0.457224,0.0128711,57.6195,0.139892,0.131596,5
159.799,37.4272,-0.048639,0.00494413,0,0.135071,0.0200042,1.146,-0.0050012,-0.286545,0.0258044,6,0.0068007,0.00611336,-0.000950496,0.0871932,-0.00548716,0.0130436,57.6263,0.128619,0.142211,5
159.849,37.435,-0.0478673,0.00504608,0,0.135071,0.0199399,1.14232,-0.00499775,-0.286348,0.0278944,-6,0.00694895,-0.187602,-0.00109072,0.0915818,-0.1692,0.013485,57.6338,0.511468,0.153697,5
159.899,37.4428,-0.0474107,0.00511375,0,0.135071,0.0200056,1.14608,-0.00499438,-0.286155,0.02905,0,0.00707819,0.023234,-0.00119612,0.0883688,0.153134,0.0101077,57.6416,0.0608165,0.160031,5
159.949,37.4506,-0.0475248,0.00522117,0,0.135071,0.0199226,1.14133,-0.0049925,-0.286047,0.0285887,0,0.00713269,-0.0272533,-0.000733637,0.0934194,-0.796072,0.00068364,57.6496,-0.259649,0.157457,5
159.999,37.4584,-0.0477896,0.00532053,0,0.135071,0.0200069,1.14616,-0.00499134,-0.285981,0.0277242,0,0.00716916,0.0313418,-0.000325228,0.0885054,-0.172896,-0.00336018,57.6574,-0.429202,0.152664,5
160.049,37.4662,-0.0482234,0.00543696,0,0.135071,0.0199039,1.14026,-0.0049894,-0.285869,0.0263987,0,0.00726,0.154338,-0.000390651,0.0942073,-0.197248,-0.00458284,57.6648,-0.488948,0.145335,5
160.099,37.474,-0.0489127,0.00553196,0,0.135071,0.0200081,1.14623,-0.0049876,-0.285766,0.0244436,0,0.00732664,0.0817962,-0.00095682,0.0878563,0.0983607,-0.0106012,57.6718,-0.244051,0.134543,5
160.149,37.4818,-0.0498104,0.00563827,0,0.135071,0.0198918,1.13957,-0.00498777,-0.285776,0.021906,0,0.00724621,0.121555,-0.00189988,0.0938693,-0.304962,-0.0172775,57.6783,-0.798588,0.12055,5
160.199,37.4896,-0.0509449,0.00570167,0,0.135071,0.0200091,1.14628,-0.00498798,-0.285788,0.0186217,-6,0.00709132,0.0783296,-0.00364537,0.0861246,-0.368951,-0.0254007,57.6839,-0.652738,0.102455,5
160.249,37.4974,-0.0523868,0.0057254,0,0.135071,0.0198704,1.13834,-0.00498813,-0.285796,0.0141606,0,0.0068484,-0.0457512,-0.00573005,0.0924901,-0.0373836,-0.0325493,57.6883,-0.481623,0.0778942,5
160.299,37.5052,-0.0535715,0.00564424,0,0.135071,0.0200105,1.14637,-0.00498886,-0.285838,0.0107335,0,0.00647935,0.119477,-0.00691908,0.0828064,-0.206749,-0.0321053,57.6917,-0.700331,0.0590304,5
160.349,37.513,-0.0546051,0.00548267,0,0.135071,0.0198816,1.13898,-0.00498855,-0.285821,0.00793489,-6,0.00616461,0.039186,-0.00611316,0.0886366,0.0496548,-0.0289364,57.6942,-0.090701,0.0436299,5
160.399,37.5208,-0.0555332,0.00529054,0,0.135071,0.02002,1.14691,-0.0049885,-0.285818,0.00553173,6,0.00590191,0.144662,-0.00447846,0.0793286,0.219726,-0.0256727,57.696,-0.404332,0.0304098,5
160.449,37.5286,-0.0568903,0.00516374,0,0.135071,0.0200101,1.14634,-0.00499049,-0.285932,0.00220476,0,0.0056042,0.0047364,-0.0031229,0.0785096,0.104183,-0.0303087,57.6971,-0.383329,0.0121178,5
160.499,37.5365,-0.0592315,0.00509358,0,0.135071,0.0200279,1.14736,-0.00499537,-0.286211,-0.00420993,0,0.0051554,0.0502851,-0.00419509,0.0754816,-0.776863,-0.0479737,57.6969,-0.417777,-0.0231338,5
160.549,37.5443,-0.0624197,0.00506282,0,0.135071,0.0200097,1.14632,-0.00500161,-0.286569,-0.0134448,0,0.00450821,-0.0883286,-0.00771937,0.0735547,-0.0931075,-0.0693094,57.6945,-0.939821,-0.0738645,5
160.599,37.5522,-0.0653471,0.00487638,0,0.135071,0.0200172,1.14675,-0.00500736,-0.286898,-0.0220666,-6,0.00369023,0.107,-0.0111291,0.0694722,0.0103538,-0.0747516,57.6895,-0.959101,-0.121206,5
160.649,37.56,-0.0671521,0.00448336,0,0.135071,0.0200086,1.14626,-0.00501023,-0.287062,-0.027377,0,0.00297174,0.0589201,-0.0104615,0.0666223,0.493277,-0.0572009,57.6827,-0.347708,-0.150344,5
160.699,37.5679,-0.0679004,0.00395386,0,0.135071,0.0200385,1.14797,-0.00501237,-0.287185,-0.0286654,0,0.00245297,0.253146,-0.00482128,0.0626869,-0.186238,-0.0315018,57.6749,0.306586,-0.157386,5
160.749,37.5757,-0.068275,0.00356389,0,0.135071,0.0200073,1.14618,-0.00501481,-0.287325,-0.0283501,0,0.00227618,0.147559,0.00307596,0.0634775,0.201643,-0.0129547,57.6671,-0.101002,-0.155623,5
160.799,37.5836,-0.0683107,0.00342805,0,0.135071,0.0200416,1.14814,-0.00501637,-0.287414,-0.0273273,-6,0.00249257,0.148937,0.00818451,0.061221,-0.33614,0.00294205,57.6594,0.641699,-0.149976,5
160.849,37.5915,-0.0686979,0.00355887,0,0.135071,0.020006,1.1461,-0.00502056,-0.287654,-0.027479,0,0.00269603,-0.0235416,0.00893638,0.0633953,-0.402693,0.00146642,57.6519,-0.312682,-0.150777,5
160.899,37.5993,-0.0690355,0.00376312,0,0.135071,0.0200432,1.14824,-0.00502278,-0.287782,-0.0282911,6,0.00298424,0.0810695,0.00784295,0.0611761,0.135873,-0.00165855,57.6442,-0.33768,-0.155201,5
160.949,37.6072,-0.0691686,0.00394534,0,0.135071,0.0200046,1.14603,-0.0050255,-0.287938,-0.0284477,-6,0.0032071,-0.017559,0.00741117,0.0633667,0.049652,0.000596147,57.6364,0.0594122,-0.156028,5
160.999,37.6151,-0.0689372,0.00406532,0,0.135071,0.0200435,1.14825,-0.00502711,-0.28803,-0.0278709,0,0.00348048,0.0668892,0.00721573,0.0612381,0.304371,0.00595718,57.6286,0.0203957,-0.152832,5
